aba,1=阿爸
gudaoxifengshouma,1=古道西风瘦马
gaixiao,1=改小
gaixiao,1=该校
gaixie,1=改写
gaixuan,1=改选
gandanxiangzhao,1=肝胆相照
gaixia,1=改下
gaiyin,1=盖印
gaiyao,1=概要
gaiyi,1=改易
gandengyan,1=干瞪眼
gongdeyuanman,1=功德圆满
gongdayuqiu,1=供大于求
gaiyong,1=改用
gaodengyuanxiao,1=高等院校
gudianyinyue,1=古典音乐
gaizao,1=改造
gaizi,1=盖子
guidianzi,1=鬼点子
gongdaozirancheng,1=功到自然成
guangdianzongju,1=广电总局
gaizuo,1=该做
gaizu,1=改组
gongdaozizairenxin,1=公道自在人心
geai,1=割爱
gean,1=个案
geba,1=个把
geben,1=歌本
gebi,1=隔壁
geban,1=隔板
geban,1=各半
gebo,1=胳膊
gebie,1=个别
gebu,1=各部
gebei,1=胳臂
guangerbuyao,1=光而不耀
gecao,1=割草
geci,1=歌词
gaiecongshan,1=改恶从善
geda,1=疙瘩
gedao,1=各道
ganendaide,1=感恩戴德
gedai,1=隔代
gede,1=各得
gedeng,1=咯噔
gedang,1=格挡
gedi,1=各地
gedan,1=歌单
gediao,1=格调
gedie,1=歌碟
geduan,1=隔断
gedou,1=格斗
geer,1=个儿
gefang,1=各方
gaoerfuqiu,1=高尔夫球
gaoerfu,1=高尔夫
gege,1=哥哥
guerguafu,1=孤儿寡妇
guerguamu,1=孤儿寡母
geguo,1=各国
gegu,1=个股
guangergaozhi,1=广而告之
gehe,1=隔阂
gehang,1=各行
gehuo,1=隔火
gehui,1=歌会
gehou,1=歌喉
gecheng,1=隔成
gechang,1=歌唱
gechu,1=各处
gejin,1=各尽
geji,1=各级
gejian,1=隔间
gejie,1=各界
gejiu,1=个旧
gejue,1=隔绝
geju,1=格局
gejia,1=各家
gekai,1=隔开
gekong,1=隔空
gelao,1=阁老
gele,1=隔了
geli,1=隔离
gelie,1=割裂
gelu,1=各路
gelei,1=各类
gelia,1=哥俩
gelou,1=阁楼
gemai,1=割脉
gemen,1=哥们
gemi,1=歌迷
geming,1=革命
gemo,1=隔膜
guoernenggai,1=过而能改
genv,1=歌女
gepai,1=鸽派
gepai,1=各派
gepi,1=嗝屁
gepu,1=歌谱
geqi,1=割弃
geqi,1=各期
geqiang,1=隔墙
geqian,1=搁浅
gequ,1=歌曲
gere,1=隔热
geren,1=各人
gerang,1=割让
geri,1=隔日
gerou,1=割肉
gesao,1=哥嫂
gese,1=各色
gesong,1=歌颂
ganentubao,1=感恩图报
geti,1=个体
getan,1=歌坛
geting,1=歌厅
getian,1=隔天
getiao,1=各条
getou,1=个头
gesha,1=格杀
geshe,1=割舍
gesheng,1=歌声
geshi,1=格式
geshan,1=格栅
geshan,1=隔山
geshu,1=个数
geshui,1=个税
geshou,1=歌手
gezhe,1=隔着
gezhi,1=搁置
gezhan,1=各占
gezhong,1=各种
gewai,1=格外
gewang,1=歌王
gewan,1=割腕
gongerwangsi,1=公而忘私
gewu,1=歌舞
gewei,1=各位
gexin,1=革新
gexi,1=割席
gexi,1=各系
gexing,1=个性
gexiang,1=各项
gexian,1=各显
gexiao,1=各校
gaiexiangshan,1=改恶向善
gexia,1=阁下
geyin,1=隔音
geyao,1=歌谣
geye,1=隔夜
geyang,1=各样
geyi,1=各异
geyi,1=歌艺
geyan,1=格言
geying,1=膈应
gongeryouli,1=恭而有礼
geyuan,1=阁员
geyong,1=歌咏
geyou,1=各有
gezi,1=各自
gezi,1=鸽子
gezu,1=各族
genben,1=根本
genban,1=跟班
gaofenbianlv,1=高分辨率
gongfubufuyouxinren,1=功夫不负有心人
genbu,1=根部
gencong,1=跟从
genda,1=跟打
gendi,1=根底
gendan,1=跟单
gendiao,1=根雕
gendiu,1=跟丢
guofangdaxue,1=国防大学
gendou,1=跟斗
genfeng,1=跟风
gufengongsi,1=股份公司
gengu,1=根骨
gengu,1=亘古
gaofenggaoyu,1=搞风搞雨
genhao,1=根号
gaofuhe,1=高负荷
guifanhua,1=规范化
genche,1=跟车
genchu,1=根除
genjin,1=跟进
genji,1=根基
gaofengjunjie,1=高风峻节
genjing,1=根茎
genjian,1=跟腱
genjiao,1=根脚
genjiao,1=跟脚
genjue,1=根绝
genju,1=根据
guangfengjiyue,1=光风霁月
genle,1=跟了
gaofanle,1=搞反了
gufule,1=辜负了
gaofengliangjie,1=高风亮节
genmiao,1=根苗
guofuminqiang,1=国富民强
genni,1=跟你
genpai,1=跟拍
gongfupian,1=功夫片
gaofengqi,1=高峰期
genqian,1=跟前
genqu,1=跟去
genren,1=跟人
gensui,1=跟随
genta,1=跟他
gentie,1=跟帖
guifushengong,1=鬼斧神工
genshang,1=跟上
genshi,1=根式
gaofushuai,1=高富帅
genshou,1=跟手
genzhe,1=跟着
genzhi,1=根治
genzhuang,1=跟庄
genwo,1=跟我
gongfuwushan,1=共赴巫山
genxi,1=根系
guifanxing,1=规范性
gaofengxian,1=高风险
genxu,1=根须
guafengxiayu,1=刮风下雨
genyuan,1=根源
gufenyouxiangongsi,1=股份有限公司
guanfuyuanzhi,1=官复原职
genyou,1=根由
genzi,1=根子
genzong,1=跟踪
gufangzishang,1=孤芳自赏
gengai,1=更爱
gonggonganquan,1=公共安全
gengububian,1=亘古不变
gegebufen,1=各个部分
gengubumie,1=亘古不灭
gegeburu,1=格格不入
gengbu,1=更不
gougaibuliaochishi,1=狗改不了吃屎
gangancuicui,1=干干脆脆
gengcan,1=更惨
gonggongcesuo,1=公共厕所
gengda,1=更大
guigendaodi,1=归根到底
guaiguaide,1=怪怪的
gengdi,1=更低
gaiguandinglun,1=盖棺定论
gengduo,1=更多
gengdie,1=更迭
gengduan,1=更短
gengdu,1=耕读
gegudingxin,1=革故鼎新
genge,1=更饿
gungunerlai,1=滚滚而来
gengfan,1=更烦
gengfu,1=更夫
genggao,1=更高
genggai,1=更改
guguguaiguai,1=古古怪怪
genggeng,1=耿耿
gengguang,1=更广
gaogaoguaqi,1=高高挂起
guanggaogongsi,1=广告公司
gonggaogaishi,1=功高盖世
gonggongguanxi,1=公共关系
genghao,1=更好
gungunhongchen,1=滚滚红尘
genghuai,1=更坏
gaoguanhoulu,1=高官厚禄
genghuan,1=更换
gengcha,1=更差
gengchang,1=更长
gonggongchanghe,1=公共场合
gonggongchangsuo,1=公共场所
gaigechuangxin,1=改革创新
gengchou,1=更丑
gengjin,1=更近
guigenjiedi,1=归根结底
gonggongjigou,1=公共机构
ganganjingjing,1=干干净净
gonggongjingjing,1=恭恭敬敬
guiguijuju,1=规规矩矩
guaguajiao,1=呱呱叫
gegejipo,1=各个击破
gengjiu,1=更久
gengju,1=更具
gengjia,1=更加
gengka,1=更卡
gaigekaifang,1=改革开放
gengkuai,1=更快
gengkuan,1=更宽
gengku,1=更苦
gengkui,1=更亏
guaguliaodu,1=刮骨疗毒
gengleng,1=更冷
guangguailuli,1=光怪陆离
gengluan,1=更乱
gungualanshu,1=滚瓜烂熟
genglei,1=更累
gegelingyu,1=各个领域
guangongmianqianshuadadao,1=关公面前耍大刀
gengmang,1=更忙
gaogemengjin,1=高歌猛进
gengman,1=更慢
gengming,1=更名
gengmei,1=更美
gengneng,1=更能
gengnan,1=更难
gengnian,1=更年
gugunangnang,1=鼓鼓囊囊
gengniu,1=耕牛
gengpa,1=更怕
gengpang,1=更胖
gonggongqiche,1=公共汽车
gengqi,1=更其
gengqing,1=更轻
gengqiang,1=更强
gugeqingqi,1=骨骼清奇
gengquan,1=更全
gengqiong,1=更穷
gengqu,1=更趋
gengre,1=更热
gengrang,1=更让
gegongsongde,1=歌功颂德
gengse,1=梗塞
gengsi,1=梗死
guanggansiling,1=光杆司令
guiguisuisui,1=鬼鬼祟祟
gengtang,1=羹汤
gengti,1=更替
gengtian,1=耕田
gengtie,1=庚帖
gengsha,1=更傻
gengshao,1=更少
gengshen,1=更深
gengshi,1=更是
gengshuai,1=更帅
gengshuang,1=更爽
gonggongshiwu,1=公共事务
gonggongshiye,1=公共事业
gengshou,1=更瘦
guguzhuidi,1=呱呱坠地
gengzhai,1=更窄
gengzhe,1=耕者
gaogaozhen,1=搞搞震
gengzheng,1=更正
gengzhang,1=更张
gengzhi,1=耿直
guoguanzhanjiang,1=过关斩将
gengzhong,1=更重
gonggongzhengzheng,1=工工整整
gonggaozhenzhu,1=功高震主
gengzhun,1=更准
gengwen,1=更稳
gengwan,1=更晚
gonggongweisheng,1=公共卫生
gengwu,1=更无
gengwei,1=更为
genguweiyou,1=亘古未有
gengxin,1=更新
guanguanxianghu,1=官官相护
gaoguanxianjue,1=高官显爵
gengxiang,1=更像
gengxiang,1=更想
gengxian,1=更显
gengxiao,1=更小
gaogenxie,1=高跟鞋
gengxiong,1=更凶
gaogaoxingxing,1=高高兴兴
gengyao,1=更要
gengye,1=哽咽
genggengyuhuai,1=耿耿于怀
gengyi,1=更衣
gengyan,1=更严
gengying,1=更应
gongguoyuqiu,1=供过于求
gengyuan,1=更远
guigongyu,1=归功于
gengyun,1=耕耘
gengyou,1=更有
gengzao,1=更早
gaoganzidi,1=高干子弟
gugengzaihou,1=骨鲠在喉
gaogezi,1=高个子
gengzuo,1=耕作
gaogaozaishang,1=高高在上
gaiguozixin,1=改过自新
gonggongziyuan,1=公共资源
gangao,1=港澳
gangba,1=刚把
gaohuibao,1=高回报
gangbi,1=港币
gangbi,1=钢笔
gangban,1=钢板
ganhuobulei,1=干活不累
guanhuaibeizhi,1=关怀备至
gangbei,1=刚被
gangcai,1=刚才
guanghuicanlan,1=光辉灿烂
gangcong,1=刚从
gangdao,1=刚到
gonghedang,1=共和党
gangding,1=钢钉
gangding,1=钢锭
gangdu,1=港督
guohuier,1=过会儿
guihuafu,1=鬼画符
gangfu,1=港府
ganggang,1=刚刚
ganggan,1=杠杆
gehuigejia,1=各回各家
gangguo,1=刚果
gongheguo,1=共和国
gangguan,1=钢管
gehuaiguitai,1=各怀鬼胎
ganggu,1=港股
ganggui,1=钢轨
gehanggeye,1=各行各业
ganggou,1=刚够
ganghao,1=刚好
ganghui,1=刚会
ganghua,1=钢化
gangcha,1=钢叉
gangchang,1=纲常
gangchi,1=刚吃
gangchuang,1=钢窗
guohechaiqiao,1=过河拆桥
gangchu,1=刚出
gangjin,1=钢筋
gangji,1=纲纪
gangjing,1=刚劲
gangjian,1=刚健
gangjiao,1=肛交
gangjie,1=港姐
gangjiu,1=港九
gangju,1=港剧
gangju,1=钢锯
gangjia,1=钢架
genghekuang,1=更何况
genghekuangshi,1=更何况是
gangkui,1=钢盔
gangkou,1=港口
ganglai,1=刚来
gaohunle,1=搞混了
ganglan,1=钢缆
gangling,1=纲领
gangliang,1=钢梁
ganglie,1=刚烈
guihualianpian,1=鬼话连篇
ganglun,1=钢轮
ganglou,1=岗楼
gangmen,1=肛门
gangmeng,1=刚猛
gangman,1=刚满
gaihuanmenting,1=改换门庭
gangmu,1=纲目
gangpi,1=钢坯
gangpian,1=港片
gangqin,1=钢琴
guanhanqing,1=关汉卿
gangqiang,1=刚强
gangqian,1=钢钎
gangqiao,1=刚巧
gangquan,1=钢圈
gangren,1=港人
gehangrugeshan,1=隔行如隔山
guhuorenxin,1=蛊惑人心
gehuarugeyan,1=各花入各眼
gangrou,1=刚柔
gangsi,1=钢丝
gangsuo,1=钢索
gangtai,1=港台
gangting,1=岗亭
gangtiao,1=钢条
gangtie,1=钢铁
gangshao,1=岗哨
gangsheng,1=钢绳
gangshang,1=港商
gangshi,1=港式
gangshuo,1=刚说
gouhunshepo,1=勾魂摄魄
gangshui,1=刚睡
gangshui,1=钢水
gangzha,1=钢渣
gangzhao,1=钢爪
gangzhen,1=钢针
gangzheng,1=刚正
gangzhi,1=刚直
gangzhu,1=钢珠
ganhuowang,1=肝火旺
gangwan,1=港湾
gangwu,1=港务
gangwei,1=岗位
gangxing,1=刚醒
gangxing,1=刚性
gangxiang,1=刚想
gangxue,1=刚学
gangxu,1=刚需
gonghexinxi,1=恭贺新禧
gangya,1=钢牙
gangyin,1=钢印
gangyao,1=刚要
gangyao,1=纲要
guhunyegui,1=孤魂野鬼
gangyi,1=刚毅
gangying,1=刚硬
gangyuan,1=港元
gangyong,1=刚勇
gangyu,1=刚玉
guhuozai,1=古惑仔
gangzi,1=港资
guanghezuoyong,1=光合作用
gangzou,1=刚走
gaochubushenghan,1=高处不胜寒
gongchengbazhai,1=攻城拔寨
ganchangcunduan,1=肝肠寸断
gongchandang,1=共产党
gaochaodieqi,1=高潮迭起
gongchandangyuan,1=共产党员
guanchaguancha,1=观察观察
guanchiguanzhu,1=管吃管住
gaichaohuandai,1=改朝换代
gongchoujiaocuo,1=觥筹交错
guochoujiahen,1=国仇家恨
gechijijian,1=各持己见
gechangjia,1=歌唱家
gongchengluedi,1=攻城略地
gouchengle,1=构成了
ganchailiehuo,1=干柴烈火
guanchali,1=观察力
guancheluoshi,1=贯彻落实
gongchengmingjiu,1=功成名就
guchunnongshe,1=鼓唇弄舌
gunchuqu,1=滚出去
gongchengshi,1=工程师
gongchengshentui,1=功成身退
guochengzhong,1=过程中
guanchezhixing,1=贯彻执行
gongchanzhuyi,1=共产主义
gangchiwan,1=刚吃完
guangchangwu,1=广场舞
gaochuyichou,1=高出一筹
ganai,1=肝癌
guojiaanquanju,1=国家安全局
ganba,1=干坝
ganjuebucuo,1=感觉不错
ganjuebudao,1=感觉不到
ganben,1=赶奔
guojiangbuguo,1=国将不国
ganjibujin,1=感激不尽
ganbing,1=肝病
gongjingburucongming,1=恭敬不如从命
ganbie,1=干瘪
ganbu,1=干部
gaojubangshou,1=高居榜首
guojiabiaozhun,1=国家标准
ganbei,1=干杯
gancao,1=甘草
gancai,1=干才
gancai,1=干菜
gongjice,1=供给侧
guanjianci,1=关键词
gancui,1=干脆
ganda,1=敢打
goujiandabei,1=勾肩搭背
gandao,1=感到
guijiduoduan,1=诡计多端
gandang,1=甘当
genjudi,1=根据地
gandi,1=甘地
gandan,1=肝胆
guojiadongliang,1=国家栋梁
gandiao,1=干掉
gandie,1=干爹
gandong,1=感动
guojiadashi,1=国家大事
gandou,1=敢斗
ganen,1=感恩
gongjianfa,1=公检法
guojifa,1=国际法
ganfen,1=干粉
ganfan,1=干饭
ganfu,1=赶赴
gujunfenzhan,1=孤军奋战
guojiefei,1=过节费
ganga,1=尴尬
gangao,1=赶稿
gange,1=干戈
guojige,1=国际歌
gejiagehu,1=各家各户
gangan,1=敢干
ganguang,1=感光
guojiguanli,1=国际惯例
ganguo,1=干过
ganguan,1=感官
gujiaguaren,1=孤家寡人
gangong,1=赶工
gangu,1=干股
gejiugewei,1=各就各位
guojiguanxi,1=国际关系
ganhao,1=干好
ganhai,1=赶海
ganhe,1=干涸
ganhan,1=干旱
ganhuai,1=感怀
ganhuo,1=干活
gangjinhunningtu,1=钢筋混凝土
ganhui,1=赶回
ganhua,1=感化
ganhou,1=干吼
ganchao,1=赶超
ganchai,1=干柴
ganche,1=赶车
gongjiaoche,1=公交车
gancheng,1=杆秤
ganchang,1=赶场
ganjinchongtian,1=干劲冲天
ganchu,1=感触
gujichongshi,1=故技重施
ganchun,1=甘醇
ganjin,1=赶紧
gongjijin,1=公积金
guojiajiguan,1=国家机关
ganji,1=感激
ganjing,1=干净
ganjiang,1=干将
ganjiang,1=赣江
gaojingjian,1=高精尖
guojiajiqi,1=国家机器
guojijinrong,1=国际金融
ganjue,1=感觉
ganju,1=柑橘
ganjia,1=干架
gankao,1=赶考
gankai,1=感慨
ganke,1=干咳
gankuai,1=赶快
gongjiankenan,1=攻坚克难
ganku,1=干枯
gankui,1=感喟
ganlin,1=甘霖
ganlai,1=赶来
ganle,1=干了
ganleng,1=干冷
ganjuelianghao,1=感觉良好
ganlan,1=橄榄
ganliang,1=干粮
ganlian,1=干练
ganliu,1=干流
ganlu,1=甘露
guojielaoshu,1=过街老鼠
ganlu,1=赶路
ganma,1=干嘛
ganmao,1=感冒
ganmang,1=赶忙
ganmian,1=擀面
guojinmintui,1=国进民退
guojiminsheng,1=国计民生
gangjumuzhang,1=纲举目张
guojimaoyi,1=国际贸易
guojiaminzu,1=国家民族
ganniang,1=干娘
gannian,1=感念
ganou,1=干呕
ganpao,1=赶跑
ganpi,1=干啤
ganpei,1=感佩
ganqin,1=干亲
ganqing,1=感情
ganqiao,1=赶巧
ganquan,1=甘泉
ganqu,1=赶去
gejinqizhi,1=各尽其职
gejiuqiwei,1=各就其位
ganrao,1=干扰
ganren,1=感人
ganjurenhou,1=甘居人后
ganran,1=感染
gongjiansuobei,1=拱肩缩背
ganse,1=干涩
guanjiansuoji,1=管见所及
gejinsuoneng,1=各尽所能
gansu,1=甘肃
gantang,1=赶趟
gantan,1=感叹
ganjitiling,1=感激涕零
gantian,1=甘甜
goujitiaoqiang,1=狗急跳墙
gejutese,1=各具特色
gansha,1=干啥
ganshe,1=干涉
ganshen,1=肝肾
ganshang,1=赶上
ganshang,1=感伤
ganshi,1=干事
ganjinshajue,1=赶尽杀绝
ganshuang,1=干爽
gangjinshuini,1=钢筋水泥
ganshuo,1=敢说
gujunshenru,1=孤军深入
ganshu,1=甘薯
guojishiwu,1=国际事务
guangjieshanyuan,1=广结善缘
ganshou,1=感受
ganzhao,1=感召
ganzhe,1=甘蔗
ganzhi,1=感知
guojiangzhiji,1=过江之鲫
guojizhiming,1=国际知名
gujinzhongwai,1=古今中外
guojiazhuxi,1=国家主席
guojizhuyi,1=国际主义
ganzhou,1=赣州
gujingwubo,1=古井无波
ganwen,1=敢问
ganwang,1=赶往
ganwan,1=干完
guojiwutai,1=国际舞台
ganwu,1=感悟
ganwei,1=甘为
ganxin,1=甘心
ganxi,1=干洗
ganxing,1=感性
ganxiang,1=感想
ganxian,1=干线
ganxiao,1=干校
ganxie,1=感谢
ganxiu,1=甘休
guojixingshi,1=国际形势
ganxia,1=赶下
gengjinyibu,1=更进一步
ganyan,1=肝炎
guanjieyan,1=关节炎
ganyan,1=感言
ganying,1=感应
ganyuan,1=甘愿
ganyong,1=敢用
ganyu,1=干预
ganyu,1=敢于
guijiuyu,1=归咎于
gangjiyizhe,1=刚极易折
ganyou,1=甘油
guojiziben,1=国际资本
ganzao,1=干燥
ganzai,1=赶在
ganzang,1=肝脏
ganzi,1=甘孜
guanjianzi,1=关键字
guanjiazi,1=官架子
ganzuo,1=敢做
gujunzuozhan,1=孤军作战
ganzou,1=赶走
guaibing,1=怪病
guaicai,1=怪才
guaidai,1=拐带
guaidan,1=怪诞
guaidian,1=拐点
gaokaidizou,1=高开低走
guaiguai,1=乖乖
guaigun,1=拐棍
gaokaigaozou,1=高开高走
guaihua,1=怪话
gongkaichanghe,1=公开场合
guaichuan,1=乖舛
guaijin,1=拐进
gaokeji,1=高科技
guaijiao,1=拐角
guaijie,1=怪杰
guangkejianren,1=光可鉴人
guaike,1=怪客
guankuilice,1=管窥蠡测
gukulingding,1=孤苦伶仃
guaile,1=怪了
guikulanghao,1=鬼哭狼嚎
guaili,1=乖戾
guailian,1=怪脸
guailun,1=怪论
guaimai,1=拐卖
guangkaimenlu,1=广开门路
guaimiu,1=乖谬
guaini,1=怪你
guaipao,1=拐跑
guaipi,1=怪癖
guaipian,1=拐骗
guaiqiao,1=乖巧
guaiquan,1=怪圈
guairen,1=怪人
gongkaisai,1=公开赛
guaita,1=怪他
guaitai,1=怪胎
guaitan,1=怪谈
guaisheng,1=怪声
guikushenhao,1=鬼哭神嚎
guaishi,1=怪事
gangkaishi,1=刚开始
gongkeshijian,1=共克时艰
guaishui,1=怪谁
guaishou,1=怪兽
guaizhao,1=怪招
guaizhang,1=拐杖
guaiwan,1=拐弯
guaiwo,1=怪我
gankaiwanqian,1=感慨万千
guaiwu,1=怪物
guaiwei,1=怪味
gukuwuyi,1=孤苦无依
gongkaixin,1=公开信
guaixiang,1=怪相
guaixiang,1=怪想
guaixiao,1=怪笑
gankuyugong,1=甘苦与共
guaiyang,1=怪样
guaiyi,1=怪异
gongkuiyikui,1=功亏一篑
guangkaiyanlu,1=广开言路
guaizai,1=怪哉
guaizui,1=怪罪
guangben,1=广本
guangban,1=光斑
geilianbuyaolian,1=给脸不要脸
guangbiao,1=光标
guangbo,1=广播
gaolebantian,1=搞了半天
gelunbu,1=哥伦布
gelunbiya,1=哥伦比亚
guangcai,1=光彩
guanlianci,1=关联词
guangda,1=广大
guangdao,1=广岛
gaolidai,1=高利贷
guangdang,1=咣当
guangdian,1=光电
guangdie,1=光碟
guangdong,1=广东
guangdu,1=广度
gaoloudasha,1=高楼大厦
guolidaxue,1=国立大学
guangfan,1=广泛
guangfu,1=光伏
guangfu,1=光复
guanggao,1=广告
guliguguai,1=古里古怪
guangguang,1=逛逛
gulugulu,1=咕噜咕噜
gailaigaiqu,1=改来改去
guanggu,1=光顾
gulouguawen,1=孤陋寡闻
guanggun,1=光棍
guanghuo,1=光火
guanghuan,1=光环
guanghui,1=光辉
guanghua,1=光滑
gaolaohuanxiang,1=告老还乡
guangchang,1=广场
gulvchongchong,1=顾虑重重
gulingjingguai,1=古灵精怪
guangjing,1=光景
guangjiao,1=光脚
guangjiao,1=广角
guangjie,1=逛街
gelujiya,1=格鲁吉亚
guangkao,1=光靠
guangkuo,1=广阔
guangkong,1=光控
guanglin,1=光临
guanglan,1=光缆
gulingling,1=孤零零
guangling,1=广陵
guangliang,1=光亮
guangliu,1=光溜
guangliuliu,1=光溜溜
guaililuanshen,1=怪力乱神
gaolilv,1=高利率
guangmao,1=广袤
guangmang,1=光芒
guangming,1=光明
guangmo,1=广漠
guangna,1=广纳
gelinnada,1=格林纳达
guangneng,1=光能
guangnian,1=光年
guoliangnian,1=过两年
guangpi,1=广辟
guangpan,1=光盘
guangping,1=光凭
guangpu,1=光谱
guangquan,1=光圈
guangqu,1=光驱
guolairen,1=过来人
genglanrenjing,1=更阑人静
guangrong,1=光荣
guangse,1=光色
guolaosi,1=过劳死
guangsu,1=光速
guangting,1=光听
guoliangtian,1=过两天
guangtu,1=光秃
guangtou,1=光头
guangsha,1=广厦
guangshen,1=广深
gaolishen,1=高丽参
guangshi,1=光是
gulaishengxianjiejimo,1=古来圣贤皆寂寞
guangshuo,1=光说
guangshu,1=光束
guangshou,1=广受
guangzhao,1=光照
guolezhegecunjiumeizhegedian,1=过了这个村就没这个店
guangzhe,1=光着
ganlanzhi,1=橄榄枝
guolezhegecunjiumeizhegedianle,1=过了这个村就没这个店了
guangzhu,1=光柱
guanliaozhuyi,1=官僚主义
guangzhou,1=广州
gelinweizhi,1=格林威治
guangwei,1=广为
guliwuyuan,1=孤立无援
guangxi,1=广西
gualianxianchi,1=寡廉鲜耻
guilvxing,1=规律性
guangxiang,1=光想
guangxian,1=光纤
guangxian,1=光线
guangxiao,1=光效
guangxue,1=光学
guangxu,1=光绪
guangyin,1=光阴
guangyao,1=光耀
guangyi,1=广义
guangyan,1=光焰
guangying,1=光影
guangyuan,1=光源
guanliyuan,1=管理员
gulangyu,1=鼓浪屿
guangyu,1=广域
guangyun,1=光晕
gaoliangzidi,1=膏粱子弟
guangze,1=光泽
guangzi,1=光子
gelaozu,1=仡佬族
guomubuwang,1=过目不忘
guanmendagou,1=关门打狗
guomindang,1=国民党
guanmendaji,1=关门大吉
gaomidu,1=高密度
gumingdiaoyu,1=沽名钓誉
guanmendizi,1=关门弟子
gemener,1=哥们儿
guanmenfanggou,1=关门放狗
ganmeiganguo,1=干没干过
gemengepai,1=各门各派
guimenguan,1=鬼门关
guaimoguaiyang,1=怪模怪样
guanmihuntang,1=灌迷魂汤
guimohua,1=规模化
gaiminghuanxing,1=改名换姓
guomuchengsong,1=过目成诵
guominjingji,1=国民经济
gemingjia,1=革命家
guangmingleiluo,1=光明磊落
gongminglilu,1=功名利禄
genmulu,1=根目录
gaimonengwai,1=概莫能外
guanmingquan,1=冠名权
guomoruo,1=郭沫若
gaomengsuanjia,1=高锰酸钾
guangmangsishe,1=光芒四射
gumingsiyi,1=顾名思义
guanmiantanghuang,1=冠冕堂皇
gemingshangweichenggong,1=革命尚未成功
guominshouru,1=国民收入
guominshengchanzongzhi,1=国民生产总值
guangmingzhengda,1=光明正大
guominzhengfu,1=国民政府
ganmianzhang,1=擀面杖
guanmenzhuozei,1=关门捉贼
guangmaowubian,1=广袤无边
guangmangwanzhang,1=光芒万丈
guangmaowuyin,1=广袤无垠
guamuxiangdai,1=刮目相待
gemingxing,1=革命性
guamuxiangkan,1=刮目相看
guimixinqiao,1=鬼迷心窍
guimoxiaoyi,1=规模效益
gemenyiqi,1=哥们义气
geminzu,1=各民族
gannubuganyan,1=敢怒不敢言
guonandangtou,1=国难当头
gaonandu,1=高难度
gannuerbuganyan,1=敢怒而不敢言
guoneiguoji,1=国内国际
gunanguanv,1=孤男寡女
guanninggexi,1=管宁割席
gannuganyan,1=敢怒敢言
gunainai,1=姑奶奶
gengnianqi,1=更年期
gannaotudi,1=肝脑涂地
guoneishichang,1=国内市场
guoneishengchanzongzhi,1=国内生产总值
guoneiwai,1=国内外
gongnengxing,1=功能性
gunongxuanxu,1=故弄玄虚
gouniangyangde,1=狗娘养的
gongnongye,1=工农业
guoan,1=国安
guoba,1=锅巴
guobin,1=国宾
guobao,1=国宝
guobai,1=过百
guobang,1=过磅
guoban,1=过半
guobiao,1=国标
guobie,1=国别
guocai,1=果菜
guoce,1=国策
guocuo,1=过错
guocui,1=国粹
guodao,1=国道
guode,1=过得
guodang,1=过当
guodi,1=过低
guodian,1=过电
guoduo,1=过多
guoduan,1=果断
guodong,1=果冻
guodu,1=过度
guodu,1=过渡
guofa,1=国法
guofen,1=过分
guofeng,1=国风
guofang,1=国防
guofu,1=果脯
guogao,1=过高
guogai,1=锅盖
guoge,1=国歌
guogan,1=果敢
guoguo,1=蝈蝈
guoguan,1=过关
guogong,1=国共
guohao,1=过好
guohao,1=国号
guohai,1=过海
guohe,1=过河
guohang,1=国航
guohuo,1=国货
guohu,1=过户
guohui,1=国会
guohui,1=国徽
guohua,1=国画
guohun,1=国魂
guohou,1=过后
guocheng,1=过程
guochang,1=过场
guochi,1=国耻
guochan,1=国产
guochou,1=国仇
guojin,1=裹紧
guojin,1=过紧
guoji,1=国际
guojing,1=国境
guojiang,1=过奖
guojiao,1=裹脚
guojiao,1=国脚
guojie,1=过节
guojiu,1=果酒
guojue,1=果决
guoju,1=锅具
guoju,1=国剧
guojia,1=国家
guoke,1=过客
guokuan,1=过宽
guoku,1=国库
guokui,1=锅盔
guolao,1=过劳
guolai,1=过来
guole,1=过了
guoli,1=锅里
guoli,1=国力
guoliang,1=过量
guolu,1=过路
guolu,1=锅炉
guolv,1=过滤
guoma,1=国骂
guomin,1=过敏
guomin,1=国民
guomen,1=国门
guomeng,1=过猛
guoming,1=国名
guomu,1=过目
guonan,1=国难
guonian,1=过年
guonong,1=果农
guonei,1=国内
guopin,1=果品
guopi,1=果皮
guopan,1=果盘
guoqi,1=过期
guoqing,1=国庆
guoqing,1=国情
guoqiang,1=国强
guoqian,1=过谦
guoqiao,1=过桥
guoqiu,1=国球
guoqu,1=过去
guore,1=过热
guoren,1=果仁
guoren,1=国人
guoran,1=果然
guorou,1=果肉
guose,1=国色
guosuan,1=果酸
guotai,1=锅台
guotai,1=国泰
guotang,1=果糖
guotie,1=锅贴
guotu,1=国土
guotui,1=裹腿
guotou,1=过头
guoshen,1=过身
guosheng,1=过剩
guoshang,1=过上
guoshi,1=果实
guoshi,1=过时
guoshu,1=果树
guoshui,1=国税
guoshou,1=国手
guoshou,1=过手
guozhao,1=过招
guozhai,1=国债
guozhe,1=过着
guozhe,1=裹着
guozhen,1=果真
